customer_dim_id,customer_id,customer_first_name,customer_last_name,customer_type,customer_store_state,customer_store_city,customer_store_street,customer_store_zipcode,customer_store_latitude,customer_store_longitude
9191,9265,Margaret,Fischer,Consumer,Puerto Rico,Yauco,9003 Easy Gate Drive,00698,18.0333405,-66.8519211
9192,9266,Brittany,Whitney,Consumer,Puerto Rico,Caguas,7910 Bright Grove Stead,00725,18.2972450,-66.3705292
9193,9267,Mary,Smith,Consumer,Illinois,Chicago,8641 Sleepy Mews,60617,41.7379494,-87.5666275
9194,9268,William,Roberson,Corporate,Illinois,Plainfield,691 Sleepy Lane,60544,41.6086388,-88.2020416
9195,9269,Angela,English,Consumer,California,Citrus Heights,3927 Indian Village,95610,38.6705284,-121.2693100
9196,9270,Mary,Moses,Home Office,Puerto Rico,Caguas,5393 Silent Landing,00725,18.2227840,-66.3705902
9197,9271,Christopher,Smith,Consumer,Texas,Fort Worth,5020 Hazy Rise Carrefour,76106,32.8013916,-97.3302536
9198,9272,Ronald,Blackwell,Home Office,Puerto Rico,Caguas,9366 Silent Nectar Highway,00725,18.2066689,-66.3705673
9199,9273,Bobby,Smith,Home Office,Louisiana,New Orleans,7291 Middle Elk Abbey,70117,29.9677429,-90.0349426
9200,9274,Mary,Long,Corporate,Tennessee,Murfreesboro,6711 Wishing Mount,37130,35.7497711,-86.3294296
9201,9275,Jason,Schwartz,Consumer,Puerto Rico,Caguas,5578 Quaking Butterfly Highlands,00725,18.2850113,-66.3705139
9202,9276,Mary,Smith,Consumer,Texas,Dallas,3431 Iron Range,75243,32.9131012,-96.7395935
9203,9277,Donald,Davis,Corporate,Oregon,Eugene,5216 Iron Berry Farm,97405,44.0263443,-123.0935287
9204,9278,Sandra,Gordon,Corporate,Puerto Rico,Caguas,1482 Hazy Wharf,00725,18.2926617,-66.3706360
9205,9279,Donna,Aguilar,Corporate,Indiana,Michigan City,2863 Umber Downs,46360,41.6877251,-86.9435959
9206,9280,Mary,Blankenship,Corporate,Puerto Rico,Caguas,4968 Misty Horse Cove,00725,18.2519341,-66.3705597
9207,9281,Ann,Smith,Consumer,California,Los Angeles,8736 Wishing Hickory Townline,90046,34.0996094,-118.3507385
9208,9282,Austin,Ayala,Consumer,California,Fremont,4746 Misty Sky Campus,94539,35.1924553,-117.5680466
9209,9283,Mary,Smith,Consumer,Puerto Rico,Caguas,650 Thunder Rise Arbor,00725,18.2229633,-66.3706284
9210,9284,Kathleen,Aguirre,Consumer,Arizona,Tempe,5127 Sleepy Via,85282,33.4032936,-111.9140549
9211,9285,Gloria,Smith,Consumer,Puerto Rico,Caguas,423 Quaking Plaza,00725,18.2883720,-66.3705902
9212,9286,Mary,Carroll,Consumer,North Carolina,Chapel Hill,7178 Velvet Range,27514,35.9726105,-79.0412750
9213,9287,Deborah,Smith,Consumer,Arizona,Tucson,9918 Cinder Fawn Estates,85719,32.2798271,-110.9582291
9214,9288,Mary,Mason,Corporate,Puerto Rico,Caguas,7353 Indian Anchor Line,00725,18.2500935,-66.3706360
9215,9289,Carolyn,Smith,Consumer,Hawaii,Honolulu,6830 Wishing Bluff Nook,96818,21.3431530,-157.9066010
9216,9290,Mary,Hernandez,Consumer,Virginia,Hampton,1626 Grand Heights,23666,37.0906448,-76.4249039
9217,9291,Charles,Mueller,Consumer,Puerto Rico,Caguas,7591 Easy Inlet,00725,18.2513943,-66.3706207
9218,9292,Kelly,Smith,Home Office,Texas,San Marcos,7282 Merry Fawn Corner,78666,29.8999996,-97.9493256
9219,9293,Jeremy,Cooper,Consumer,Oklahoma,Broken Arrow,8407 Umber Leaf Pointe,74012,36.0630646,-95.7744827
9220,9294,Mary,Blackwell,Consumer,Puerto Rico,Caguas,9922 Misty Oak Inlet,00725,18.2873898,-66.3705368
9221,9295,Jane,Smith,Consumer,Texas,College Station,4381 Honey Mount,77840,30.6261292,-96.3450012
9222,9296,Christian,Wilson,Home Office,Puerto Rico,Caguas,4423 Round Mount,00725,18.2867985,-66.3705673
9223,9297,Mary,Horne,Home Office,California,Fremont,9317 Stony Townline,94536,37.5571213,-121.9916382
9224,9298,John,Smith,Home Office,Florida,Hollywood,4167 Stony Extension,33021,26.0110607,-80.1848145
9225,9299,Robert,Chambers,Home Office,New York,South Ozone Park,2358 Noble Subdivision,11420,40.6754494,-73.8111420
9226,9300,Mary,Smith,Home Office,Connecticut,Enfield,5662 Shady Harbour,06082,44.7037392,-93.1790085
9227,9301,Linda,King,Home Office,Massachusetts,New Bedford,5520 Bright Hills Gardens,02740,41.6280365,-70.9270172
9228,9302,Melissa,Smith,Consumer,Puerto Rico,Caguas,3562 Clear Glen,00725,18.2070103,-66.3706055
9229,9303,Mary,Bentley,Consumer,Texas,Dallas,1430 Gentle Grove Glade,75240,33.0219421,-96.8292160
9230,9304,Janet,Smith,Consumer,Puerto Rico,Caguas,4972 Rocky Street,00725,18.2873859,-66.3705521
9231,9305,Mary,Evans,Consumer,Missouri,Florissant,4255 Red Dale,63033,38.7735634,-90.2800064
9232,9306,Scott,Flynn,Corporate,Puerto Rico,Caguas,3316 High Oak Extension,00725,18.2234116,-66.3705902
9233,9307,Mary,Frederick,Corporate,Georgia,Stone Mountain,183 Cozy Pond Trail,30083,33.9467278,-83.9905319
9234,9308,Deborah,Smith,Consumer,Illinois,Chicago,9674 Shady Gardens,60615,41.7998009,-87.5884399
9235,9309,Mary,Wilson,Consumer,New Jersey,Princeton,7790 Rocky Pine Bank,08540,40.3574219,-74.6484222
9236,9310,Timothy,Smith,Consumer,Puerto Rico,Caguas,1258 Misty Bend,00725,18.2178707,-66.3705978
9237,9311,Mary,Rodriguez,Consumer,Missouri,Saint Charles,9077 Honey Route,63301,38.7130508,-90.3541184
9238,9312,John,Campos,Consumer,Ohio,Massillon,5234 Clear Horse Townline,44646,40.8000984,-81.5161514
9239,9313,Mary,Krause,Consumer,Puerto Rico,Caguas,2563 Pleasant Quail Highway,00725,18.2153702,-66.3705826
9240,9314,Olivia,Smith,Consumer,California,Chula Vista,3760 Stony Promenade,91911,32.6111412,-117.0736618
9241,9316,Megan,Sanders,Consumer,Puerto Rico,Caguas,7489 Green End,00725,18.2194462,-66.3705750
9242,9317,Mary,Smith,Consumer,New York,Brooklyn,7274 Middle Wynd,11203,40.6555901,-73.9330368
9243,9318,Mary,Stanley,Corporate,Virginia,Virginia Beach,905 Little Farms,23455,36.9108315,-76.1295853
9244,9319,David,Smith,Corporate,Puerto Rico,Caguas,9236 High Lake Maze,00725,18.2879505,-66.3705368
9245,9320,Nicole,Johnson,Corporate,Pennsylvania,Philadelphia,1591 Foggy Meadow,19148,39.9232101,-75.1630859
9246,9321,Mary,Silva,Corporate,Puerto Rico,Caguas,3200 Amber Pine Vale,00725,18.2589169,-66.3706207
9247,9322,Kevin,Smith,Corporate,New Jersey,New Brunswick,8094 Broad Dale,08901,40.4923554,-74.4437332
9248,9323,Debra,Taylor,Consumer,Florida,Tallahassee,1260 Velvet Highway,32308,30.5002594,-84.2569809
9249,9324,Willie,Parker,Consumer,Wisconsin,Madison,4388 Burning Goose Ridge,53704,43.0955963,-89.3511887
9250,9325,Mary,Navarro,Consumer,Puerto Rico,Caguas,5131 Iron Corner,00725,18.2861481,-66.3706284
9251,9326,Linda,Hess,Consumer,Oregon,Portland,7628 Silent Bluff Street,97206,45.4587402,-122.5946426
9252,9327,Donna,Smith,Corporate,Puerto Rico,Caguas,4114 Clear Nectar Isle,00725,18.2004223,-66.3705902
9253,9328,Mary,Perez,Home Office,California,Moreno Valley,376 Golden Orchard,92553,33.9215927,-117.2631760
9254,9329,Eugene,Powell,Corporate,Louisiana,Metairie,2161 Burning Maze,70003,29.9877396,-90.2279587
9255,9330,Mary,Conley,Consumer,Puerto Rico,Caguas,3046 Broad Sky Dale,00725,18.2059078,-66.3705444
9256,9331,Donna,Smith,Consumer,New Jersey,Clementon,941 Thunder Branch Heights,08021,39.8166466,-74.9846726
9257,9332,Mary,Jordan,Consumer,Puerto Rico,Caguas,1551 Quaking Bend,00725,18.2791290,-66.3705063
9258,9333,Angela,Mills,Corporate,California,Los Angeles,2580 Rustic Bay,90026,34.0867233,-118.2597885
9259,9334,Mary,Johnston,Consumer,Florida,Tampa,4145 Jagged Downs,33624,28.1021175,-82.5121155
9260,9335,Joseph,Smith,Consumer,Puerto Rico,Caguas,7861 Honey Acres,00725,18.2951908,-66.3706131
9261,9336,Janice,Guzman,Consumer,California,Spring Valley,8143 Dusty Island,91977,32.7497215,-117.0022583
9262,9337,Mary,Smith,Consumer,Illinois,Chicago,5687 Lazy Parade,60643,41.6971283,-87.6714630
9263,9338,James,Davis,Consumer,California,Canoga Park,4715 Harvest Creek Mews,91304,34.1539040,-118.5961914
9264,9339,Ann,Moyer,Consumer,Puerto Rico,Caguas,4417 Hazy Creek Pike,00725,18.2721176,-66.3706131
9265,9340,Mary,Smith,Consumer,California,Victorville,7773 Merry Autoroute,92392,34.5093575,-117.3302917
9266,9341,Karen,Collins,Consumer,Illinois,Chicago,6163 Lazy Pointe,60613,41.9544945,-87.6502914
9267,9342,Teresa,Grant,Consumer,Puerto Rico,Caguas,3684 Old River Crossing,00725,18.2881126,-66.3705292
9268,9343,Mary,Knapp,Consumer,Kansas,Salina,2394 Gentle Treasure Farms,67401,38.8372688,-97.6128006
9269,9344,Kelly,Smith,Consumer,Puerto Rico,Caguas,8355 Lazy Anchor Pines,00725,18.2248592,-66.3705673
9270,9345,Mary,Branch,Corporate,Colorado,Aurora,4767 Wishing Round,80013,39.4959145,-98.9899826
9271,9346,Jack,Smith,Corporate,Puerto Rico,Caguas,4208 Jagged Apple Dale,00725,18.2820168,-66.3705826
9272,9347,Mary,Fuentes,Corporate,California,Oxnard,1229 Sunny Forest Place,93033,34.1878662,-119.1751251
9273,9348,Eric,Smith,Corporate,Michigan,Wyoming,10 Pleasant Prairie Link,49509,42.9098358,-85.6852570
9274,9349,Mary,Martinez,Home Office,Puerto Rico,Caguas,7580 Sleepy Boulevard,00725,18.2693005,-66.3705139
9275,9350,Robert,Burton,Corporate,Ohio,Chillicothe,9130 Hidden Court,45601,39.4565277,-82.9294205
9276,9351,Joseph,Smith,Corporate,Puerto Rico,Caguas,1731 Pleasant Fox Campus,00725,18.2654476,-66.3705521
9277,9352,Mary,Lewis,Corporate,California,South El Monte,9623 Clear Landing,91733,34.0500412,-118.0595932
9278,9353,Michael,Scott,Home Office,Puerto Rico,Caguas,5703 Tawny Creek Townline,00725,18.2988205,-66.3705978
9279,9354,Bruce,Mitchell,Consumer,Georgia,Roswell,3235 Merry Way,30075,34.0256691,-84.3574219
9280,9355,Mary,Smith,Corporate,Puerto Rico,Caguas,1847 Jagged Willow Cove,00725,18.2934170,-66.3705978
9281,9356,Nancy,Johnson,Corporate,Arizona,Phoenix,1621 Quaking Oak Run,85033,33.4926796,-112.2088623
9282,9357,Katherine,Spence,Corporate,California,Encinitas,9920 Cozy Terrace,92024,33.0464706,-117.2896729
9283,9358,Mary,Smith,Corporate,Puerto Rico,Caguas,3867 Bright Zephyr Ledge,00725,18.2981739,-66.3705673
9284,9359,Nancy,Campos,Home Office,Wisconsin,Beloit,6876 Sunny Barn Gardens,53511,42.5409393,-89.1345291
9285,9360,Scott,Smith,Home Office,Puerto Rico,Caguas,7542 Thunder Anchor Ridge,00725,18.2645855,-66.3706207
9286,9361,Mary,Giles,Home Office,Connecticut,Middletown,4715 Cotton Anchor Towers,06457,40.9583511,-80.5631180
9287,9362,Jason,Smith,Home Office,Puerto Rico,Caguas,6574 Jagged Hickory Rise,00725,18.2939682,-66.3706055
9288,9363,Mary,Simmons,Home Office,California,San Diego,8344 Noble Mountain Gate,92115,32.7743568,-117.1463242
9289,9364,Jessica,Lambert,Home Office,New York,Jamaica,4924 Hazy Fawn Villas,11435,40.7017784,-73.8084183
9290,9365,Kathy,Smith,Home Office,Ohio,Cleveland,8839 High Butterfly Forest,44118,40.9141159,-81.4053345
9291,9366,Mary,Church,Corporate,Puerto Rico,Caguas,9761 Quiet Hills Maze,00725,18.2619000,-66.3705139
9292,9367,Ryan,Smith,Consumer,Texas,San Benito,8804 Fallen Cider Ridge,78586,26.1407280,-97.6680527
9293,9368,Mary,Cabrera,Consumer,Puerto Rico,Caguas,7464 Quaking Stead,00725,18.2252617,-66.3705292
9294,9369,Matthew,Smith,Consumer,Illinois,Chicago,4381 Burning Concession,60617,41.8951836,-87.7356339
9295,9370,Douglas,Murphy,Consumer,Maryland,Gaithersburg,3692 Dewy Butterfly Cape,20878,39.1416206,-77.2270813
9296,9371,Mary,Patterson,Consumer,Idaho,Meridian,2525 Thunder Loop,83642,43.5817795,-116.3938828
9297,9372,Kevin,Jarvis,Consumer,Puerto Rico,Caguas,4920 Gentle Autoroute,00725,18.2779694,-66.3706055
9298,9373,Mary,Smith,Corporate,New York,Brooklyn,4384 Lazy Pony Trace,11237,40.7023811,-73.9197769
9299,9374,John,Taylor,Corporate,Puerto Rico,Caguas,2762 Umber Cloud Glen,00725,18.2956314,-66.3706360
9300,9375,George,Smith,Corporate,California,Mission Viejo,3737 Foggy Plaza,92691,33.6210480,-117.6759186
9301,9376,Mary,Hill,Corporate,Puerto Rico,Caguas,611 Colonial Lake Mall ,00725,18.2740288,-66.3705216
9302,9377,Carol,Leach,Corporate,Pennsylvania,Philadelphia,826 High Butterfly Hollow,19140,40.0095825,-75.1526489
9303,9378,Jesse,Crane,Consumer,Utah,Provo,7620 Thunder Gate,84604,40.3957901,-111.5488815
9304,9379,Mary,Smith,Consumer,California,Daly City,4145 Lazy Wood,94014,37.6902275,-122.4631653
9305,9380,Ryan,Carson,Consumer,California,South El Monte,331 Fallen Chase,91733,33.2200127,-117.3319778
9306,9381,Andrea,Smith,Consumer,Ohio,Loveland,1358 Middle Dale Field,45140,39.2714386,-84.2787247
9307,9382,Mary,Rowe,Consumer,Puerto Rico,Caguas,5399 Foggy Court,00725,18.2233181,-66.3705673
9308,9383,Charles,Smith,Consumer,Florida,Miami,6030 Silver Concession,33176,25.8311691,-80.1954651
9309,9384,Mary,Anderson,Consumer,Puerto Rico,Caguas,1969 High Embers Corner,00725,18.2283058,-66.3705902
9310,9385,Andrew,Whitehead,Consumer,Pennsylvania,Washington,3361 Little Ledge,15301,40.3385201,-80.1289444
9311,9386,Angela,Smith,Consumer,Puerto Rico,Caguas,9717 Fallen Ramp,00725,18.2286816,-66.3706284
9312,9387,Mary,Hernandez,Consumer,Florida,Valrico,3996 Indian Lookout,33594,27.9211063,-82.2325668
9313,9388,David,Horn,Consumer,Puerto Rico,Caguas,707 Pleasant Concession,00725,18.2014675,-66.3706207
9314,9389,Adam,Smith,Consumer,Florida,Miami,7017 Clear Bay,33165,25.7402248,-80.3616943
9315,9390,Mary,Avila,Consumer,Puerto Rico,Caguas,415 Clear Highlands,00725,18.2631245,-66.3705368
9316,9391,Jennifer,Sellers,Consumer,Oregon,Beaverton,5985 Jagged Oak Abbey,97006,45.5220108,-122.8633347
9317,9392,Sean,Smith,Corporate,Florida,Hollywood,2525 Umber Street,33025,25.9877110,-80.2554016
9318,9393,Mary,Strong,Home Office,Puerto Rico,Caguas,1676 Heather Pointe,00725,18.2406960,-66.3706207
9319,9394,Nancy,Smith,Home Office,California,Fresno,2745 Heather Quail Parkway,93702,36.7416039,-119.7845154
9320,9395,Pamela,Hayden,Consumer,Puerto Rico,Caguas,7887 Hazy Timber Island,00725,18.2142448,-66.3705902
9321,9396,Jacqueline,Smith,Consumer,California,Salinas,1761 Noble Barn Heath,93905,36.6834412,-121.6128922
9322,9397,Mary,Curry,Consumer,California,Fontana,4742 Hazy Street,92336,34.1569748,-117.4821548
9323,9398,Patricia,Smith,Consumer,Puerto Rico,Caguas,7368 Blue Road,00725,18.2014046,-66.3705444
9324,9399,Mary,Bennett,Consumer,Arizona,Tucson,6575 Quiet Loop,85719,32.2798271,-110.9582291
9325,9400,Bruce,Clayton,Consumer,Puerto Rico,Caguas,3910 Colonial Road,00725,18.2113094,-66.3705750
9326,9401,Mary,Fritz,Consumer,New York,Bronx,6058 Fallen Walk,10463,40.8759308,-73.9126282
9327,9402,Amber,Smith,Consumer,Puerto Rico,Caguas,523 Sleepy Hills Front,00725,18.2820206,-66.3705216
9328,9403,Mary,Peters,Consumer,California,Fountain Valley,9928 Grand Embers Isle,92708,33.7092133,-117.9488144
9329,9404,Patricia,Harrington,Consumer,Puerto Rico,Caguas,7840 Heather Pine Impasse,00725,18.2927990,-66.3706284
9330,9405,Ashley,Smith,Consumer,Connecticut,Manchester,5712 Burning Nook,06040,42.9360809,-85.5255203
9331,9406,Mary,Jones,Corporate,Illinois,Chicago,8187 Merry Pony Field,60660,41.9855919,-87.8313141
9332,9407,Jason,Washington,Consumer,Puerto Rico,Caguas,5486 Golden Bluff Field,00725,18.2132206,-66.3705368
9333,9408,Mary,Castaneda,Consumer,Illinois,Chicago,1065 Iron Lake Island,60629,41.8962174,-87.6549454
9334,9409,Jonathan,Smith,Home Office,New York,Rome,9005 Hazy Branch Private,13440,43.2166252,-75.4560394
9335,9410,Mary,Alvarez,Home Office,Puerto Rico,Caguas,6721 Golden Line,00725,18.2227898,-66.3706131
9336,9411,Nicole,Gentry,Home Office,New York,Huntington Station,4128 Emerald Deer Thicket,11746,40.8547363,-73.3984833
9337,9412,Roy,Smith,Home Office,California,Lancaster,1964 Round Run,93535,34.6968498,-118.0953140
9338,9413,Mary,Preston,Home Office,New York,Jamaica,4743 Amber Terrace,11432,40.7083511,-73.7810135
9339,9414,Gloria,Smith,Consumer,Missouri,Florissant,8905 Heather Bluff Place,63033,38.7325592,-90.2775116
9340,9415,Mary,Joyce,Home Office,Puerto Rico,Caguas,7910 Cotton Branch Highway,00725,18.2449627,-66.3705902
9341,9416,Linda,Smith,Home Office,Virginia,Virginia Beach,628 Misty Street,23456,36.8346252,-75.9792023
9342,9417,Mary,Nguyen,Home Office,Kansas,Olathe,4317 Emerald Bay,66062,38.8945618,-94.7779617
9343,9418,Debra,Snow,Home Office,Puerto Rico,Caguas,787 Heather Trail,00725,18.2387371,-66.3705063
9344,9419,Mary,Smith,Consumer,New York,Brooklyn,6269 Harvest Shadow Meadow,11207,40.6657715,-73.8924637
9345,9420,Frank,Johnson,Consumer,California,Citrus Heights,3909 Clear Mount,95610,33.3494721,-117.1757965
9346,9421,Julia,Lynch,Consumer,Puerto Rico,Caguas,8460 Blue Lane,00725,18.2897053,-66.3705368
9347,9422,Mary,Smith,Home Office,Maryland,Gaithersburg,6025 Cotton Pond Farm,20878,39.1416206,-77.2270813
9348,9423,Andrew,Brown,Consumer,California,San Diego,1088 Jagged Hills Nook,92109,32.7611885,-117.2454453
9349,9424,Amanda,Moore,Consumer,Puerto Rico,Caguas,4984 Dusty Log Parkway,00725,18.2831764,-66.3705139
9350,9425,Mary,Kirk,Consumer,Michigan,Detroit,636 Jagged Apple Trace,48205,42.4287720,-82.9825287
9351,9426,Jack,Smith,Consumer,Colorado,Aurora,8943 Thunder Close,80013,39.4959145,-98.9899826
9352,9427,Douglas,Berry,Consumer,Texas,San Antonio,556 Cozy Maze,78201,29.4569416,-98.5278702
9353,9428,Mary,Conrad,Consumer,Oregon,Oregon City,2824 Burning Quail Corners,97045,45.3549843,-122.6026993
9354,9429,George,Terrell,Consumer,Puerto Rico,Caguas,4429 Lost Elk Front,00725,18.2293987,-66.3705978
9355,9430,Andrew,Smith,Consumer,New York,New York,5292 Velvet Pine Port,10002,40.7154617,-73.9900665
9356,9431,Lauren,Lewis,Consumer,Puerto Rico,Caguas,2236 Fallen Meadow,00725,18.2161789,-66.3705826
9357,9432,Hannah,Smith,Corporate,Texas,Sugar Land,5579 Quiet Nectar Circuit,77479,26.2374764,-98.0915299
9358,9433,Mary,Nash,Corporate,Puerto Rico,Caguas,2125 Gentle Cove,00725,18.2605133,-66.3705063
9359,9434,Danielle,Smith,Corporate,California,Merced,6449 Merry Lagoon Drive,95340,37.3047829,-120.4830017
9360,9435,Mary,Garcia,Home Office,California,Granada Hills,4249 Silver Goose Maze,91344,34.0733261,-117.7121201
9361,9436,Mary,Torres,Home Office,Puerto Rico,Caguas,6964 Colonial Square,00725,18.2095566,-66.3705521
9362,9437,Jack,Tucker,Consumer,Washington,Kent,9650 Foggy Nectar Heath,98031,47.3937111,-122.2228317
9363,9438,Mary,Dawson,Consumer,Puerto Rico,Caguas,8808 Gentle Crossing,00725,18.2382717,-66.3705597
9364,9439,Hannah,Smith,Consumer,South Carolina,Columbia,9696 Rocky Terrace,29223,34.0718498,-80.9585724
9365,9440,Mary,Leonard,Consumer,Puerto Rico,Caguas,6200 Blue Timber End,00725,18.2616749,-66.3706131
9366,9441,Victoria,Smith,Corporate,Colorado,Colorado Springs,3450 Quiet Hickory Harbour,80918,38.8559952,-104.8798981
9367,9442,Mary,Gonzales,Corporate,Puerto Rico,Caguas,5364 Heather Quail Court,00725,18.2417450,-66.3705216
9368,9443,Karen,Fox,Consumer,California,Garden Grove,5593 Red Byway,92843,33.7735825,-118.0333328
9369,9444,Mary,Carpenter,Home Office,Puerto Rico,Caguas,5736 High Limits,00725,18.2793140,-66.3705673
9370,9445,Carol,Smith,Home Office,Texas,Plano,4927 Lazy Ramp,75023,33.0541306,-96.7440262
9371,9446,Mary,Walker,Corporate,Puerto Rico,Caguas,9816 Grand Hills Knoll,00725,18.2294159,-66.3705750
9372,9447,James,Smith,Corporate,California,Palmdale,1268 Colonial Stead,93550,34.5795631,-118.1057816
9373,9448,David,Nichols,Corporate,Texas,Grand Prairie,6629 Iron Embers View,75052,32.6663055,-97.0099411
9374,9449,Betty,Smith,Home Office,Texas,Dallas,2991 Iron Impasse,75216,32.7162705,-96.7686920
9375,9450,Nathan,Brewer,Home Office,Illinois,Carol Stream,5838 Cozy Grove,60188,41.8939667,-88.0966034
9376,9451,Mary,Smith,Home Office,Puerto Rico,Caguas,5723 Cinder Loop,00725,18.2365074,-66.3705139
9377,9452,Patricia,Brown,Home Office,New York,New York,1674 Colonial Row,10040,40.6320915,-73.9448624
9378,9453,Amy,Murray,Home Office,Puerto Rico,Caguas,4955 Pleasant Grove Bay,00725,18.2160816,-66.3705673
9379,9454,Mary,Carson,Consumer,California,Long Beach,1735 Green Moor,90813,33.7887993,-118.1895142
9380,9455,Donna,Smith,Consumer,California,El Monte,8702 Emerald Hickory Via,91732,34.0718918,-118.0138855
9381,9456,Mary,Strickland,Consumer,New York,South Richmond Hill,1846 Clear Bear Falls,11419,40.6880531,-73.8241196
9382,9457,Timothy,Smith,Home Office,Puerto Rico,Caguas,3996 Indian Lookout,00725,18.2729912,-66.3705597
9383,9458,Mary,Carlson,Consumer,New York,Bronx,9995 Tawny Embers View,10453,40.8533707,-73.9096375
9384,9459,Stephen,Bond,Consumer,California,San Francisco,9077 Honey Route,94109,37.8040848,-122.4188538
9385,9460,Patrick,Smith,Corporate,Ohio,Fairfield,1780 Fallen Pine Field,45014,39.3119888,-84.4965897
9386,9461,Mary,Hoover,Home Office,Puerto Rico,Caguas,8495 Lazy Rabbit Diversion,00725,18.2445278,-66.3705597
9387,9462,Judy,Smith,Home Office,California,Bell Gardens,9634 Bright Robin Circle,90201,33.9761238,-118.2033920
9388,9463,Mary,Key,Consumer,Ohio,Cleveland,981 Dewy Cove,44120,41.4842682,-81.5922699
9389,9464,Henry,Smith,Home Office,Illinois,Pekin,4187 Quiet Butterfly Grove,61554,40.6046829,-89.5599518
9390,9465,Aaron,Mcmahon,Home Office,Puerto Rico,Caguas,7731 Heather Mall ,00725,18.2117825,-66.3705139
9391,9466,Mary,Smith,Consumer,Tennessee,Memphis,7111 Cotton Blossom Estates,38128,35.2136269,-89.8260803
9392,9467,Billy,Butler,Home Office,Puerto Rico,Caguas,1112 Cinder Woods,00725,18.2450352,-66.3706131
9393,9468,Mary,Smith,Corporate,Ohio,Loveland,2816 Grand Passage,45140,39.2977943,-84.2859802
9394,9469,Donald,Donaldson,Corporate,Puerto Rico,Caguas,2108 Umber Centre,00725,18.2803364,-66.3705216
9395,9470,Bryan,Smith,Consumer,California,Hanford,3927 Rustic Mews,93230,36.3308792,-119.6439438
9396,9471,Mary,Adams,Consumer,Puerto Rico,Caguas,681 High Pike,00725,18.2442894,-66.3705368
9397,9472,Thomas,Jimenez,Home Office,California,Huntington Beach,2878 Hazy Wagon  Thicket,92646,33.6826668,-117.9952316
9398,9473,Michelle,Smith,Consumer,Puerto Rico,Caguas,3100 Broad Brook Impasse,00725,18.2039223,-66.3706131
9399,9474,Keith,Moore,Consumer,Massachusetts,Methuen,4492 Lazy Green,01844,42.7239685,-71.1847687
9400,9475,Mary,Smith,Consumer,Puerto Rico,Caguas,6657 Rustic Brook Line,00725,18.2923641,-66.3706284
9401,9476,Linda,Hoffman,Consumer,Illinois,Lombard,8416 Foggy Dale,60148,41.8454437,-88.0118866
9402,9477,Lawrence,Smith,Consumer,California,Vista,6439 Tawny Leaf Range,92084,33.2183800,-117.2267685
9403,9478,Mary,Dixon,Consumer,Massachusetts,Lawrence,7681 Bright Nook,01841,42.2863541,-71.6592178
9404,9479,Kelly,Smith,Consumer,Puerto Rico,Caguas,1050 Sunny River Line,00725,18.2842045,-66.3706055
9405,9480,Mary,Hunt,Consumer,California,Sacramento,4672 Easy Alley,95822,38.4954186,-121.4791870
9406,9481,Julie,Smith,Consumer,Washington,Lynnwood,3888 Rustic Line,98037,47.8432236,-122.2460785
9407,9482,Mary,Clayton,Consumer,Puerto Rico,Caguas,7250 Lazy Cider Cove,00725,18.2487526,-66.3705902
9408,9483,Sharon,Smith,Consumer,Oregon,Oregon City,5652 Thunder Crossing,97045,45.3549843,-122.6026993
9409,9484,Mary,Howell,Consumer,Puerto Rico,Caguas,3888 Rustic Line,00725,18.2735024,-66.3706055
9410,9485,Philip,Grimes,Consumer,California,El Cajon,3580 Sleepy Quail Crest,92020,32.7913017,-116.9535141
9411,9486,Mary,Smith,Consumer,Pennsylvania,Philadelphia,4286 Misty Swale,19148,39.9232101,-75.1630859
9412,9487,Sandra,Ray,Consumer,Puerto Rico,Caguas,1285 Green Valley,00725,18.2690983,-66.3705673
9413,9488,Mary,Smith,Corporate,Florida,Hialeah,9758 Foggy Range,33012,25.8668804,-80.3145676
9414,9489,Danielle,Dixon,Corporate,Florida,Miami,1701 Heather Acres,33147,25.7567806,-80.1962433
9415,9490,Mary,Glass,Corporate,California,La Mesa,8804 Cinder Dale Carrefour,91941,32.7708283,-117.0080795
9416,9491,John,Smith,Corporate,California,Los Angeles,4699 Cinder Round,90024,34.0643501,-118.4370880
9417,9492,Joan,Huffman,Corporate,Puerto Rico,Caguas,4554 Indian Point,00725,18.2587071,-66.3706360
9418,9493,Mary,Smith,Corporate,California,North Hills,9666 Middle Oak Bank,91343,34.2356300,-118.4847031
9419,9494,Robert,Gilmore,Corporate,Texas,Del Rio,8248 Clear Glade,78840,29.7731018,-100.6121979
9420,9495,Nicholas,Smith,Consumer,Puerto Rico,Caguas,6502 Heather Nook,00725,18.2013474,-66.3706055
9421,9496,Mary,Taylor,Corporate,Maryland,Parkville,7342 Golden Cider Concession,21234,39.3701630,-76.5460663
9422,9497,Jerry,Horton,Consumer,Puerto Rico,Caguas,2749 Cotton Circle,00725,18.2624016,-66.3705597
9423,9498,Mary,Smith,Consumer,Ohio,Cleveland,260 Dewy Glen,44120,41.4842682,-81.5922699
9424,9499,Joshua,Brown,Consumer,Puerto Rico,Caguas,5299 Merry Beacon Heath,00725,18.2123528,-66.3704987
9425,9500,Mary,Vance,Consumer,Missouri,Florissant,4466 Little Grove,63031,38.7966003,-90.3464050
9426,9501,Patricia,Smith,Consumer,Puerto Rico,Caguas,9505 Broad Timber Highlands,00725,18.2315292,-66.3705063
9427,9502,Matthew,Love,Home Office,Texas,El Paso,9140 Clear Concession,79924,31.8946343,-106.4120712
